Crisp_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.25): 0.533333333333
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.733333333333
(0, 10.0, 0.2): 0.666666666667
(0, 10.0, 0.225): 0.466666666667
(0, 10.0, 0.25): 0.6
(0, 10.0, 0.275): 0.666666666667
(0, 10.0, 0.3): 0.6
(0, 100.0, 0.2): 0.733333333333
(0, 100.0, 0.225): 0.733333333333
(0, 100.0, 0.25): 0.666666666667
(0, 100.0, 0.275): 0.666666666667
(0, 100.0, 0.3): 0.666666666667
(1, 1.0, 0.2): 0.533333333333
(1, 1.0, 0.225): 0.533333333333
(1, 1.0, 0.25): 0.666666666667
(1, 1.0, 0.275): 0.666666666667
(1, 1.0, 0.3): 0.466666666667
(1, 10.0, 0.2): 0.666666666667
(1, 10.0, 0.225): 0.8
(1, 10.0, 0.25): 0.666666666667
(1, 10.0, 0.275): 0.6
(1, 10.0, 0.3): 0.666666666667
(1, 100.0, 0.2): 0.666666666667
(1, 100.0, 0.225): 0.6
(1, 100.0, 0.25): 0.8
(1, 100.0, 0.275): 0.666666666667
(1, 100.0, 0.3): 0.466666666667
(2, 1.0, 0.2): 0.466666666667
(2, 1.0, 0.225): 0.6
(2, 1.0, 0.25): 0.8
(2, 1.0, 0.275): 0.533333333333
(2, 1.0, 0.3): 0.533333333333
(2, 10.0, 0.2): 0.8
(2, 10.0, 0.225): 0.533333333333
(2, 10.0, 0.25): 0.8
(2, 10.0, 0.275): 0.533333333333
(2, 10.0, 0.3): 0.533333333333
(2, 100.0, 0.2): 0.733333333333
(2, 100.0, 0.225): 0.6
(2, 100.0, 0.25): 0.8
(2, 100.0, 0.275): 0.533333333333
(2, 100.0, 0.3): 0.6
(3, 1.0, 0.2): 0.666666666667
(3, 1.0, 0.225): 0.733333333333
(3, 1.0, 0.25): 0.533333333333
(3, 1.0, 0.275): 0.6
(3, 1.0, 0.3): 0.6
(3, 10.0, 0.2): 0.6
(3, 10.0, 0.225): 0.6
(3, 10.0, 0.25): 0.733333333333
(3, 10.0, 0.275): 0.4
(3, 10.0, 0.3): 0.533333333333
(3, 100.0, 0.2): 0.533333333333
(3, 100.0, 0.225): 0.6
(3, 100.0, 0.25): 0.733333333333
(3, 100.0, 0.275): 0.533333333333
(3, 100.0, 0.3): 0.666666666667
(4, 1.0, 0.2): 0.733333333333
(4, 1.0, 0.225): 0.466666666667
(4, 1.0, 0.25): 0.733333333333
(4, 1.0, 0.275): 0.666666666667
(4, 1.0, 0.3): 0.533333333333
(4, 10.0, 0.2): 0.733333333333
(4, 10.0, 0.225): 0.8
(4, 10.0, 0.25): 0.733333333333
(4, 10.0, 0.275): 0.6
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.2): 0.733333333333
(4, 100.0, 0.225): 0.533333333333
(4, 100.0, 0.25): 0.533333333333
(4, 100.0, 0.275): 0.4
(4, 100.0, 0.3): 0.6
(5, 1.0, 0.2): 0.733333333333
(5, 1.0, 0.225): 0.533333333333
(5, 1.0, 0.25): 0.666666666667
(5, 1.0, 0.275): 0.466666666667
(5, 1.0, 0.3): 0.666666666667
(5, 10.0, 0.2): 0.466666666667
(5, 10.0, 0.225): 0.466666666667
(5, 10.0, 0.25): 0.333333333333
(5, 10.0, 0.275): 0.4
(5, 10.0, 0.3): 0.333333333333
(5, 100.0, 0.2): 0.666666666667
(5, 100.0, 0.225): 0.866666666667
(5, 100.0, 0.25): 0.533333333333
(5, 100.0, 0.275): 0.466666666667
(5, 100.0, 0.3): 0.466666666667
(6, 0.1, 0.3): 0.6
(6, 1.0, 0.2): 0.666666666667
(6, 1.0, 0.225): 0.8
(6, 1.0, 0.25): 0.666666666667
(6, 1.0, 0.275): 0.666666666667
(6, 1.0, 0.3): 0.666666666667
(6, 10.0, 0.2): 0.666666666667
(6, 10.0, 0.225): 0.8
(6, 10.0, 0.25): 0.533333333333
(6, 10.0, 0.275): 0.8
(6, 10.0, 0.3): 0.533333333333
(6, 100.0, 0.2): 0.466666666667
(6, 100.0, 0.225): 0.8
(6, 100.0, 0.25): 0.6
(6, 100.0, 0.275): 0.8
(6, 100.0, 0.3): 0.6
(7, 1.0, 0.2): 0.8
(7, 1.0, 0.225): 0.733333333333
(7, 1.0, 0.25): 0.533333333333
(7, 1.0, 0.275): 0.733333333333
(7, 1.0, 0.3): 0.6
(7, 10.0, 0.2): 0.733333333333
(7, 10.0, 0.225): 0.8
(7, 10.0, 0.25): 0.4
(7, 10.0, 0.3): 0.733333333333
(7, 100.0, 0.2): 0.6
(7, 100.0, 0.225): 0.6
(7, 100.0, 0.25): 0.466666666667
(7, 100.0, 0.3): 0.666666666667
(8, 1.0, 0.2): 0.666666666667
(8, 1.0, 0.225): 0.866666666667
(8, 1.0, 0.25): 0.8
(8, 1.0, 0.275): 0.8
(8, 1.0, 0.3): 0.733333333333
(8, 10.0, 0.2): 0.733333333333
(8, 10.0, 0.225): 0.666666666667
(8, 10.0, 0.25): 0.8
(8, 10.0, 0.275): 0.533333333333
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.2): 0.733333333333
(8, 100.0, 0.225): 0.733333333333
(8, 100.0, 0.25): 0.8
(8, 100.0, 0.275): 0.733333333333
(8, 100.0, 0.3): 0.666666666667
(9, 0.1, 0.25): 0.666666666667
(9, 1.0, 0.2): 0.466666666667
(9, 1.0, 0.225): 0.733333333333
(9, 1.0, 0.25): 0.666666666667
(9, 1.0, 0.275): 0.333333333333
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.533333333333
(9, 10.0, 0.225): 0.666666666667
(9, 10.0, 0.25): 0.666666666667
(9, 10.0, 0.275): 0.466666666667
(9, 10.0, 0.3): 0.266666666667
(9, 100.0, 0.2): 0.533333333333
(9, 100.0, 0.225): 0.866666666667
(9, 100.0, 0.25): 0.666666666667
(9, 100.0, 0.275): 0.4
(9, 100.0, 0.3): 0.666666666667

Accuracy mean :0.37333333333333335
Std deviation :0.12507775359529144
Loss mean :0.6266666666666667
Std deviation :0.12507775359529144



Linear_3dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 3
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.733333333333
(1, 100.0, 0.2): 0.8
(2, 10.0, 0.25): 0.8
(3, 1.0, 0.2): 0.933333333333
(4, 10.0, 0.225): 1.0
(5, 100.0, 0.225): 0.866666666667
(6, 100.0, 0.275): 0.6
(7, 1.0, 0.225): 0.866666666667
(8, 1.0, 0.25): 0.2
(9, 100.0, 0.2): 0.8

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.266666666667
(1, 100.0, 0.2): 0.2
(2, 10.0, 0.25): 0.2
(3, 1.0, 0.2): 0.0666666666667
(4, 10.0, 0.225): 0.0
(5, 100.0, 0.225): 0.133333333333
(6, 100.0, 0.275): 0.4
(7, 1.0, 0.225): 0.133333333333
(8, 1.0, 0.25): 0.8
(9, 100.0, 0.2): 0.2

Accuracy mean :0.76
Std deviation :0.21333333333333335
Loss mean :0.24
Std deviation :0.21333333333333335

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 1.0, 0.225): 0.903703703704
(1, 100.0, 0.2): 0.940740740741
(2, 10.0, 0.25): 0.696296296296
(3, 1.0, 0.2): 0.925925925926
(4, 10.0, 0.225): 0.925925925926
(5, 100.0, 0.225): 0.851851851852
(6, 100.0, 0.275): 0.674074074074
(7, 1.0, 0.225): 0.933333333333
(8, 1.0, 0.25): 0.348148148148
(9, 100.0, 0.2): 0.933333333333
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.0962962962963
(1, 100.0, 0.2): 0.0592592592593
(2, 10.0, 0.25): 0.303703703704
(3, 1.0, 0.2): 0.0740740740741
(4, 10.0, 0.225): 0.0740740740741
(5, 100.0, 0.225): 0.148148148148
(6, 100.0, 0.275): 0.325925925926
(7, 1.0, 0.225): 0.0666666666667
(8, 1.0, 0.25): 0.651851851852
(9, 100.0, 0.2): 0.0666666666667

Accuracy mean :0.8133333333333332
Std deviation :0.18152833862212284
Loss mean :0.18666666666666668
Std deviation :0.18152833862212286

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.933333333333
(0, 1.0, 0.225): 0.933333333333
(0, 1.0, 0.25): 0.333333333333
(0, 1.0, 0.275): 0.733333333333
(0, 1.0, 0.3): 0.733333333333
(0, 10.0, 0.2): 0.333333333333
(0, 10.0, 0.225): 0.933333333333
(0, 10.0, 0.25): 0.333333333333
(0, 10.0, 0.275): 0.733333333333
(0, 10.0, 0.3): 0.733333333333
(0, 100.0, 0.2): 0.933333333333
(0, 100.0, 0.225): 0.933333333333
(0, 100.0, 0.25): 0.666666666667
(0, 100.0, 0.275): 0.733333333333
(0, 100.0, 0.3): 0.733333333333
(1, 1.0, 0.2): 0.866666666667
(1, 1.0, 0.225): 0.933333333333
(1, 1.0, 0.25): 0.666666666667
(1, 1.0, 0.275): 0.666666666667
(1, 1.0, 0.3): 0.6
(1, 10.0, 0.2): 0.866666666667
(1, 10.0, 0.225): 0.866666666667
(1, 10.0, 0.25): 0.733333333333
(1, 10.0, 0.275): 0.666666666667
(1, 10.0, 0.3): 0.6
(1, 100.0, 0.2): 0.933333333333
(1, 100.0, 0.225): 0.866666666667
(1, 100.0, 0.25): 0.866666666667
(1, 100.0, 0.275): 0.666666666667
(1, 100.0, 0.3): 0.6
(2, 1.0, 0.2): 0.733333333333
(2, 1.0, 0.225): 0.666666666667
(2, 1.0, 0.25): 1.0
(2, 1.0, 0.275): 0.666666666667
(2, 1.0, 0.3): 0.533333333333
(2, 10.0, 0.2): 0.733333333333
(2, 10.0, 0.225): 0.6
(2, 10.0, 0.25): 1.0
(2, 10.0, 0.275): 0.666666666667
(2, 10.0, 0.3): 0.533333333333
(2, 100.0, 0.2): 0.8
(2, 100.0, 0.225): 0.733333333333
(2, 100.0, 0.25): 1.0
(2, 100.0, 0.275): 0.733333333333
(2, 100.0, 0.3): 0.533333333333
(3, 0.1, 0.225): 0.933333333333
(3, 0.1, 0.25): 0.866666666667
(3, 0.1, 0.275): 0.866666666667
(3, 1.0, 0.2): 0.933333333333
(3, 1.0, 0.225): 0.866666666667
(3, 1.0, 0.25): 0.333333333333
(3, 1.0, 0.275): 0.333333333333
(3, 1.0, 0.3): 0.733333333333
(3, 10.0, 0.2): 0.933333333333
(3, 10.0, 0.225): 0.866666666667
(3, 10.0, 0.25): 0.666666666667
(3, 10.0, 0.275): 0.666666666667
(3, 10.0, 0.3): 0.733333333333
(3, 100.0, 0.2): 0.866666666667
(3, 100.0, 0.225): 0.866666666667
(3, 100.0, 0.25): 0.333333333333
(3, 100.0, 0.275): 0.333333333333
(3, 100.0, 0.3): 0.733333333333
(4, 0.1, 0.3): 0.733333333333
(4, 1.0, 0.2): 0.933333333333
(4, 1.0, 0.225): 0.933333333333
(4, 1.0, 0.25): 0.0
(4, 1.0, 0.275): 0.733333333333
(4, 1.0, 0.3): 0.733333333333
(4, 10.0, 0.2): 0.866666666667
(4, 10.0, 0.225): 0.933333333333
(4, 10.0, 0.25): 0.0
(4, 10.0, 0.275): 0.733333333333
(4, 10.0, 0.3): 0.733333333333
(4, 100.0, 0.2): 0.933333333333
(4, 100.0, 0.225): 0.933333333333
(4, 100.0, 0.25): 0.0
(4, 100.0, 0.275): 0.733333333333
(4, 100.0, 0.3): 0.733333333333
(5, 1.0, 0.2): 0.8
(5, 1.0, 0.225): 0.866666666667
(5, 1.0, 0.25): 0.933333333333
(5, 1.0, 0.275): 0.933333333333
(5, 1.0, 0.3): 0.733333333333
(5, 10.0, 0.2): 0.8
(5, 10.0, 0.225): 0.933333333333
(5, 10.0, 0.25): 0.933333333333
(5, 10.0, 0.275): 0.933333333333
(5, 10.0, 0.3): 0.733333333333
(5, 100.0, 0.2): 0.866666666667
(5, 100.0, 0.225): 0.933333333333
(5, 100.0, 0.25): 0.933333333333
(5, 100.0, 0.275): 0.933333333333
(5, 100.0, 0.3): 0.733333333333
(6, 0.1, 0.3): 0.533333333333
(6, 1.0, 0.2): 0.866666666667
(6, 1.0, 0.225): 0.866666666667
(6, 1.0, 0.25): 0.866666666667
(6, 1.0, 0.275): 0.533333333333
(6, 1.0, 0.3): 0.8
(6, 10.0, 0.2): 0.866666666667
(6, 10.0, 0.25): 0.866666666667
(6, 10.0, 0.275): 0.533333333333
(6, 10.0, 0.3): 0.533333333333
(6, 100.0, 0.2): 0.866666666667
(6, 100.0, 0.225): 0.866666666667
(6, 100.0, 0.25): 0.866666666667
(6, 100.0, 0.275): 0.866666666667
(6, 100.0, 0.3): 0.133333333333
(7, 1.0, 0.2): 0.866666666667
(7, 1.0, 0.225): 0.866666666667
(7, 1.0, 0.25): 0.666666666667
(7, 1.0, 0.275): 0.733333333333
(7, 1.0, 0.3): 0.666666666667
(7, 10.0, 0.2): 0.866666666667
(7, 10.0, 0.225): 0.266666666667
(7, 10.0, 0.25): 0.266666666667
(7, 10.0, 0.275): 0.733333333333
(7, 10.0, 0.3): 0.666666666667
(7, 100.0, 0.225): 0.866666666667
(7, 100.0, 0.25): 0.666666666667
(7, 100.0, 0.275): 0.733333333333
(7, 100.0, 0.3): 0.666666666667
(8, 1.0, 0.2): 1.0
(8, 1.0, 0.225): 0.866666666667
(8, 1.0, 0.25): 1.0
(8, 1.0, 0.275): 0.0666666666667
(8, 1.0, 0.3): 0.666666666667
(8, 10.0, 0.225): 0.866666666667
(8, 10.0, 0.25): 0.933333333333
(8, 10.0, 0.275): 0.0666666666667
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.225): 0.866666666667
(8, 100.0, 0.25): 1.0
(8, 100.0, 0.275): 0.666666666667
(8, 100.0, 0.3): 0.666666666667
(9, 1.0, 0.2): 0.933333333333
(9, 1.0, 0.225): 0.266666666667
(9, 1.0, 0.25): 0.733333333333
(9, 1.0, 0.275): 0.6
(9, 1.0, 0.3): 0.266666666667
(9, 10.0, 0.2): 1.0
(9, 10.0, 0.225): 0.8
(9, 10.0, 0.25): 0.733333333333
(9, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.533333333333
(9, 100.0, 0.2): 1.0
(9, 100.0, 0.225): 0.8
(9, 100.0, 0.25): 0.733333333333
(9, 100.0, 0.275): 0.6
(9, 100.0, 0.3): 0.533333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.0666666666667
(0, 1.0, 0.225): 0.0666666666667
(0, 1.0, 0.25): 0.666666666667
(0, 1.0, 0.275): 0.266666666667
(0, 1.0, 0.3): 0.266666666667
(0, 10.0, 0.2): 0.666666666667
(0, 10.0, 0.225): 0.0666666666667
(0, 10.0, 0.25): 0.666666666667
(0, 10.0, 0.275): 0.266666666667
(0, 10.0, 0.3): 0.266666666667
(0, 100.0, 0.2): 0.0666666666667
(0, 100.0, 0.225): 0.0666666666667
(0, 100.0, 0.25): 0.333333333333
(0, 100.0, 0.275): 0.266666666667
(0, 100.0, 0.3): 0.266666666667
(1, 1.0, 0.2): 0.133333333333
(1, 1.0, 0.225): 0.0666666666667
(1, 1.0, 0.25): 0.333333333333
(1, 1.0, 0.275): 0.333333333333
(1, 1.0, 0.3): 0.4
(1, 10.0, 0.2): 0.133333333333
(1, 10.0, 0.225): 0.133333333333
(1, 10.0, 0.25): 0.266666666667
(1, 10.0, 0.275): 0.333333333333
(1, 10.0, 0.3): 0.4
(1, 100.0, 0.2): 0.0666666666667
(1, 100.0, 0.225): 0.133333333333
(1, 100.0, 0.25): 0.133333333333
(1, 100.0, 0.275): 0.333333333333
(1, 100.0, 0.3): 0.4
(2, 1.0, 0.2): 0.266666666667
(2, 1.0, 0.225): 0.333333333333
(2, 1.0, 0.25): 0.0
(2, 1.0, 0.275): 0.333333333333
(2, 1.0, 0.3): 0.466666666667
(2, 10.0, 0.2): 0.266666666667
(2, 10.0, 0.225): 0.4
(2, 10.0, 0.25): 0.0
(2, 10.0, 0.275): 0.333333333333
(2, 10.0, 0.3): 0.466666666667
(2, 100.0, 0.2): 0.2
(2, 100.0, 0.225): 0.266666666667
(2, 100.0, 0.25): 0.0
(2, 100.0, 0.275): 0.266666666667
(2, 100.0, 0.3): 0.466666666667
(3, 0.1, 0.225): 0.0666666666667
(3, 0.1, 0.25): 0.133333333333
(3, 0.1, 0.275): 0.133333333333
(3, 1.0, 0.2): 0.0666666666667
(3, 1.0, 0.225): 0.133333333333
(3, 1.0, 0.25): 0.666666666667
(3, 1.0, 0.275): 0.666666666667
(3, 1.0, 0.3): 0.266666666667
(3, 10.0, 0.2): 0.0666666666667
(3, 10.0, 0.225): 0.133333333333
(3, 10.0, 0.25): 0.333333333333
(3, 10.0, 0.275): 0.333333333333
(3, 10.0, 0.3): 0.266666666667
(3, 100.0, 0.2): 0.133333333333
(3, 100.0, 0.225): 0.133333333333
(3, 100.0, 0.25): 0.666666666667
(3, 100.0, 0.275): 0.666666666667
(3, 100.0, 0.3): 0.266666666667
(4, 0.1, 0.3): 0.266666666667
(4, 1.0, 0.2): 0.0666666666667
(4, 1.0, 0.225): 0.0666666666667
(4, 1.0, 0.25): 1.0
(4, 1.0, 0.275): 0.266666666667
(4, 1.0, 0.3): 0.266666666667
(4, 10.0, 0.2): 0.133333333333
(4, 10.0, 0.225): 0.0666666666667
(4, 10.0, 0.25): 1.0
(4, 10.0, 0.275): 0.266666666667
(4, 10.0, 0.3): 0.266666666667
(4, 100.0, 0.2): 0.0666666666667
(4, 100.0, 0.225): 0.0666666666667
(4, 100.0, 0.25): 1.0
(4, 100.0, 0.275): 0.266666666667
(4, 100.0, 0.3): 0.266666666667
(5, 1.0, 0.2): 0.2
(5, 1.0, 0.225): 0.133333333333
(5, 1.0, 0.25): 0.0666666666667
(5, 1.0, 0.275): 0.0666666666667
(5, 1.0, 0.3): 0.266666666667
(5, 10.0, 0.2): 0.2
(5, 10.0, 0.225): 0.0666666666667
(5, 10.0, 0.25): 0.0666666666667
(5, 10.0, 0.275): 0.0666666666667
(5, 10.0, 0.3): 0.266666666667
(5, 100.0, 0.2): 0.133333333333
(5, 100.0, 0.225): 0.0666666666667
(5, 100.0, 0.25): 0.0666666666667
(5, 100.0, 0.275): 0.0666666666667
(5, 100.0, 0.3): 0.266666666667
(6, 0.1, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.133333333333
(6, 1.0, 0.225): 0.133333333333
(6, 1.0, 0.25): 0.133333333333
(6, 1.0, 0.275): 0.466666666667
(6, 1.0, 0.3): 0.2
(6, 10.0, 0.2): 0.133333333333
(6, 10.0, 0.25): 0.133333333333
(6, 10.0, 0.275): 0.466666666667
(6, 10.0, 0.3): 0.466666666667
(6, 100.0, 0.2): 0.133333333333
(6, 100.0, 0.225): 0.133333333333
(6, 100.0, 0.25): 0.133333333333
(6, 100.0, 0.275): 0.133333333333
(6, 100.0, 0.3): 0.866666666667
(7, 1.0, 0.2): 0.133333333333
(7, 1.0, 0.225): 0.133333333333
(7, 1.0, 0.25): 0.333333333333
(7, 1.0, 0.275): 0.266666666667
(7, 1.0, 0.3): 0.333333333333
(7, 10.0, 0.2): 0.133333333333
(7, 10.0, 0.225): 0.733333333333
(7, 10.0, 0.25): 0.733333333333
(7, 10.0, 0.275): 0.266666666667
(7, 10.0, 0.3): 0.333333333333
(7, 100.0, 0.225): 0.133333333333
(7, 100.0, 0.25): 0.333333333333
(7, 100.0, 0.275): 0.266666666667
(7, 100.0, 0.3): 0.333333333333
(8, 1.0, 0.2): 0.0
(8, 1.0, 0.225): 0.133333333333
(8, 1.0, 0.25): 0.0
(8, 1.0, 0.275): 0.933333333333
(8, 1.0, 0.3): 0.333333333333
(8, 10.0, 0.225): 0.133333333333
(8, 10.0, 0.25): 0.0666666666667
(8, 10.0, 0.275): 0.933333333333
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.225): 0.133333333333
(8, 100.0, 0.25): 0.0
(8, 100.0, 0.275): 0.333333333333
(8, 100.0, 0.3): 0.333333333333
(9, 1.0, 0.2): 0.0666666666667
(9, 1.0, 0.225): 0.733333333333
(9, 1.0, 0.25): 0.266666666667
(9, 1.0, 0.275): 0.4
(9, 1.0, 0.3): 0.733333333333
(9, 10.0, 0.2): 0.0
(9, 10.0, 0.225): 0.2
(9, 10.0, 0.25): 0.266666666667
(9, 10.0, 0.275): 0.4
(9, 10.0, 0.3): 0.466666666667
(9, 100.0, 0.2): 0.0
(9, 100.0, 0.225): 0.2
(9, 100.0, 0.25): 0.266666666667
(9, 100.0, 0.275): 0.4
(9, 100.0, 0.3): 0.466666666667

Accuracy mean :0.7249448123620309
Std deviation :0.2234658610786964
Loss mean :0.2750551876379691
Std deviation :0.22346586107869637



QuantileConstPiecewise_3dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 3
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: QuantileConstPiecewise
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.4
(1, 100.0, 0.3): 0.466666666667
(2, 10.0, 0.225): 0.266666666667
(3, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.25): 0.4
(5, 1.0, 0.3): 0.466666666667
(6, 1.0, 0.275): 0.4
(7, 1.0, 0.275): 0.266666666667
(8, 1.0, 0.25): 0.333333333333
(9, 1.0, 0.25): 0.4

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.6
(1, 100.0, 0.3): 0.533333333333
(2, 10.0, 0.225): 0.733333333333
(3, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.25): 0.6
(5, 1.0, 0.3): 0.533333333333
(6, 1.0, 0.275): 0.6
(7, 1.0, 0.275): 0.733333333333
(8, 1.0, 0.25): 0.666666666667
(9, 1.0, 0.25): 0.6

Accuracy mean :0.38666666666666666
Std deviation :0.07180219742846006
Loss mean :0.6133333333333333
Std deviation :0.07180219742846003

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 100.0, 0.3): 0.577777777778
(1, 100.0, 0.3): 0.562962962963
(2, 10.0, 0.225): 0.488888888889
(3, 10.0, 0.3): 0.540740740741
(4, 100.0, 0.25): 0.444444444444
(5, 1.0, 0.3): 0.533333333333
(6, 1.0, 0.275): 0.518518518519
(7, 1.0, 0.275): 0.318518518519
(8, 1.0, 0.25): 0.481481481481
(9, 1.0, 0.25): 0.511111111111
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.422222222222
(1, 100.0, 0.3): 0.437037037037
(2, 10.0, 0.225): 0.511111111111
(3, 10.0, 0.3): 0.459259259259
(4, 100.0, 0.25): 0.555555555556
(5, 1.0, 0.3): 0.466666666667
(6, 1.0, 0.275): 0.481481481481
(7, 1.0, 0.275): 0.681481481481
(8, 1.0, 0.25): 0.518518518519
(9, 1.0, 0.25): 0.488888888889

Accuracy mean :0.49777777777777776
Std deviation :0.0704911244644167
Loss mean :0.5022222222222222
Std deviation :0.0704911244644167

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.333333333333
(0, 1.0, 0.225): 0.133333333333
(0, 1.0, 0.25): 0.266666666667
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.333333333333
(0, 10.0, 0.2): 0.133333333333
(0, 10.0, 0.225): 0.333333333333
(0, 10.0, 0.25): 0.266666666667
(0, 10.0, 0.275): 0.4
(0, 10.0, 0.3): 0.333333333333
(0, 100.0, 0.2): 0.266666666667
(0, 100.0, 0.225): 0.4
(0, 100.0, 0.25): 0.266666666667
(0, 100.0, 0.275): 0.266666666667
(0, 100.0, 0.3): 0.466666666667
(1, 0.1, 0.25): 0.4
(1, 0.1, 0.275): 0.6
(1, 1.0, 0.2): 0.4
(1, 1.0, 0.225): 0.4
(1, 1.0, 0.25): 0.533333333333
(1, 1.0, 0.275): 0.266666666667
(1, 1.0, 0.3): 0.4
(1, 10.0, 0.2): 0.533333333333
(1, 10.0, 0.225): 0.466666666667
(1, 10.0, 0.25): 0.4
(1, 10.0, 0.275): 0.466666666667
(1, 10.0, 0.3): 0.333333333333
(1, 100.0, 0.2): 0.4
(1, 100.0, 0.225): 0.4
(1, 100.0, 0.25): 0.466666666667
(1, 100.0, 0.275): 0.533333333333
(1, 100.0, 0.3): 0.6
(2, 1.0, 0.2): 0.266666666667
(2, 1.0, 0.225): 0.266666666667
(2, 1.0, 0.25): 0.333333333333
(2, 1.0, 0.275): 0.2
(2, 1.0, 0.3): 0.133333333333
(2, 10.0, 0.2): 0.0666666666667
(2, 10.0, 0.225): 0.6
(2, 10.0, 0.25): 0.333333333333
(2, 10.0, 0.275): 0.333333333333
(2, 10.0, 0.3): 0.133333333333
(2, 100.0, 0.2): 0.533333333333
(2, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.266666666667
(2, 100.0, 0.275): 0.266666666667
(2, 100.0, 0.3): 0.4
(3, 1.0, 0.2): 0.466666666667
(3, 1.0, 0.225): 0.333333333333
(3, 1.0, 0.25): 0.466666666667
(3, 1.0, 0.275): 0.466666666667
(3, 1.0, 0.3): 0.466666666667
(3, 10.0, 0.2): 0.266666666667
(3, 10.0, 0.225): 0.333333333333
(3, 10.0, 0.25): 0.533333333333
(3, 10.0, 0.275): 0.2
(3, 10.0, 0.3): 0.733333333333
(3, 100.0, 0.2): 0.2
(3, 100.0, 0.225): 0.333333333333
(3, 100.0, 0.25): 0.466666666667
(3, 100.0, 0.275): 0.266666666667
(3, 100.0, 0.3): 0.466666666667
(4, 1.0, 0.2): 0.266666666667
(4, 1.0, 0.225): 0.266666666667
(4, 1.0, 0.25): 0.4
(4, 1.0, 0.275): 0.333333333333
(4, 1.0, 0.3): 0.333333333333
(4, 10.0, 0.2): 0.2
(4, 10.0, 0.225): 0.2
(4, 10.0, 0.25): 0.4
(4, 10.0, 0.275): 0.333333333333
(4, 10.0, 0.3): 0.266666666667
(4, 100.0, 0.2): 0.333333333333
(4, 100.0, 0.225): 0.333333333333
(4, 100.0, 0.25): 0.466666666667
(4, 100.0, 0.275): 0.333333333333
(4, 100.0, 0.3): 0.466666666667
