Crisp_Binary Muzzifier_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.666666666667
(9, 10.0, 0.225): 0.666666666667
(9, 10.0, 0.25): 0.8
(9, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.466666666667
(9, 100.0, 0.2): 0.733333333333
(9, 100.0, 0.225): 0.733333333333
(9, 100.0, 0.25): 0.666666666667
(9, 100.0, 0.275): 0.533333333333
(9, 100.0, 0.3): 0.533333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.666666666667
(0, 1.0, 0.225): 0.666666666667
(0, 1.0, 0.25): 0.333333333333
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.533333333333
(0, 10.0, 0.2): 0.466666666667
(0, 10.0, 0.225): 0.666666666667
(0, 10.0, 0.25): 0.533333333333
(0, 10.0, 0.275): 0.533333333333
(0, 10.0, 0.3): 0.466666666667
(0, 100.0, 0.2): 0.666666666667
(0, 100.0, 0.225): 0.466666666667
(0, 100.0, 0.25): 0.266666666667
(0, 100.0, 0.275): 0.533333333333
(0, 100.0, 0.3): 0.533333333333
(1, 1.0, 0.2): 0.533333333333
(1, 1.0, 0.225): 0.4
(1, 1.0, 0.25): 0.466666666667
(1, 1.0, 0.275): 0.4
(1, 1.0, 0.3): 0.266666666667
(1, 10.0, 0.2): 0.466666666667
(1, 10.0, 0.225): 0.266666666667
(1, 10.0, 0.25): 0.533333333333
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.533333333333
(1, 100.0, 0.2): 0.466666666667
(1, 100.0, 0.225): 0.333333333333
(1, 100.0, 0.25): 0.466666666667
(1, 100.0, 0.275): 0.533333333333
(1, 100.0, 0.3): 0.4
(2, 1.0, 0.225): 0.466666666667
(2, 1.0, 0.25): 0.866666666667
(2, 1.0, 0.275): 0.4
(2, 1.0, 0.3): 0.533333333333
(2, 10.0, 0.2): 0.866666666667
(2, 10.0, 0.225): 0.533333333333
(2, 10.0, 0.25): 0.666666666667
(2, 10.0, 0.275): 0.2
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.2): 0.866666666667
(2, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.866666666667
(2, 100.0, 0.275): 0.533333333333
(2, 100.0, 0.3): 0.6
(3, 1.0, 0.2): 0.4
(3, 1.0, 0.225): 0.2
(3, 1.0, 0.25): 0.466666666667
(3, 1.0, 0.275): 0.466666666667
(3, 1.0, 0.3): 0.2
(3, 10.0, 0.2): 0.4
(3, 10.0, 0.225): 0.4
(3, 10.0, 0.25): 0.466666666667
(3, 10.0, 0.275): 0.4
(3, 10.0, 0.3): 0.4
(3, 100.0, 0.2): 0.4
(3, 100.0, 0.225): 0.4
(3, 100.0, 0.25): 0.333333333333
(3, 100.0, 0.275): 0.466666666667
(3, 100.0, 0.3): 0.533333333333
(4, 1.0, 0.2): 0.2
(4, 1.0, 0.225): 0.2
(4, 1.0, 0.25): 0.4
(4, 1.0, 0.275): 0.266666666667
(4, 1.0, 0.3): 0.4
(4, 10.0, 0.2): 0.466666666667
(4, 10.0, 0.225): 0.333333333333
(4, 10.0, 0.25): 0.4
(4, 10.0, 0.275): 0.466666666667
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.2): 0.4
(4, 100.0, 0.225): 0.333333333333
(4, 100.0, 0.25): 0.333333333333
(4, 100.0, 0.275): 0.533333333333
(4, 100.0, 0.3): 0.466666666667
(5, 1.0, 0.2): 0.4
(5, 1.0, 0.225): 0.666666666667
(5, 1.0, 0.25): 0.4
(5, 1.0, 0.275): 0.6
(5, 1.0, 0.3): 0.466666666667
(5, 10.0, 0.2): 0.466666666667
(5, 10.0, 0.225): 0.666666666667
(5, 10.0, 0.25): 0.6
(5, 10.0, 0.275): 0.6
(5, 10.0, 0.3): 0.466666666667
(5, 100.0, 0.2): 0.4
(5, 100.0, 0.225): 0.533333333333
(5, 100.0, 0.25): 0.6
(5, 100.0, 0.275): 0.466666666667
(5, 100.0, 0.3): 0.4
(6, 0.1, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.666666666667
(6, 1.0, 0.225): 0.533333333333
(6, 1.0, 0.25): 0.4
(6, 1.0, 0.275): 0.466666666667
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.2): 0.666666666667
(6, 10.0, 0.225): 0.533333333333
(6, 10.0, 0.25): 0.4
(6, 10.0, 0.275): 0.533333333333
(6, 10.0, 0.3): 0.333333333333
(6, 100.0, 0.2): 0.666666666667
(6, 100.0, 0.225): 0.533333333333
(6, 100.0, 0.25): 0.333333333333
(6, 100.0, 0.275): 0.4
(6, 100.0, 0.3): 0.466666666667
(7, 1.0, 0.2): 0.666666666667
(7, 1.0, 0.225): 0.4
(7, 1.0, 0.25): 0.266666666667
(7, 1.0, 0.275): 0.6
(7, 1.0, 0.3): 0.466666666667
(7, 10.0, 0.2): 0.6
(7, 10.0, 0.225): 0.666666666667
(7, 10.0, 0.25): 0.8
(7, 10.0, 0.275): 0.533333333333
(7, 10.0, 0.3): 0.466666666667
(7, 100.0, 0.2): 0.6
(7, 100.0, 0.225): 0.533333333333
(7, 100.0, 0.25): 0.4
(7, 100.0, 0.275): 0.466666666667
(7, 100.0, 0.3): 0.466666666667
(8, 1.0, 0.2): 0.533333333333
(8, 1.0, 0.225): 0.533333333333
(8, 1.0, 0.25): 0.733333333333
(8, 1.0, 0.275): 0.4
(8, 1.0, 0.3): 0.466666666667
(8, 10.0, 0.2): 0.466666666667
(8, 10.0, 0.225): 0.533333333333
(8, 10.0, 0.25): 0.733333333333
(8, 10.0, 0.275): 0.6
(8, 10.0, 0.3): 0.266666666667
(8, 100.0, 0.2): 0.533333333333
(8, 100.0, 0.225): 0.4
(8, 100.0, 0.25): 0.8
(8, 100.0, 0.275): 0.6
(8, 100.0, 0.3): 0.4
(9, 1.0, 0.2): 0.466666666667
(9, 1.0, 0.225): 0.533333333333
(9, 1.0, 0.25): 0.266666666667
(9, 1.0, 0.275): 0.266666666667
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.333333333333
(9, 10.0, 0.225): 0.333333333333
(9, 10.0, 0.25): 0.2
(9, 10.0, 0.275): 0.4
(9, 10.0, 0.3): 0.533333333333
(9, 100.0, 0.2): 0.266666666667
(9, 100.0, 0.225): 0.266666666667
(9, 100.0, 0.25): 0.333333333333
(9, 100.0, 0.275): 0.466666666667
(9, 100.0, 0.3): 0.466666666667

Accuracy mean :0.5248888888888888
Std deviation :0.1409589731048202
Loss mean :0.4751111111111111
Std deviation :0.14095897310482022



Linear_Linear Muzzifier_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Linear Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.2): 0.933333333333
(1, 1.0, 0.225): 0.866666666667
(2, 1.0, 0.275): 0.666666666667
(3, 10.0, 0.2): 0.933333333333
(4, 10.0, 0.25): 0.666666666667
(5, 100.0, 0.225): 0.933333333333
(6, 1.0, 0.225): 0.866666666667
(7, 100.0, 0.25): 0.133333333333
(8, 100.0, 0.2): 0.733333333333
(9, 10.0, 0.25): 0.933333333333

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.2): 0.0666666666667
(1, 1.0, 0.225): 0.133333333333
(2, 1.0, 0.275): 0.333333333333
(3, 10.0, 0.2): 0.0666666666667
(4, 10.0, 0.25): 0.333333333333
(5, 100.0, 0.225): 0.0666666666667
(6, 1.0, 0.225): 0.133333333333
(7, 100.0, 0.25): 0.866666666667
(8, 100.0, 0.2): 0.266666666667
(9, 10.0, 0.25): 0.0666666666667

Accuracy mean :0.7666666666666667
Std deviation :0.23523038352503137
Loss mean :0.23333333333333334
Std deviation :0.23523038352503134

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 10.0, 0.2): 0.911111111111
(1, 1.0, 0.225): 0.881481481481
(2, 1.0, 0.275): 0.659259259259
(3, 10.0, 0.2): 0.859259259259
(4, 10.0, 0.25): 0.666666666667
(5, 100.0, 0.225): 0.859259259259
(6, 1.0, 0.225): 0.874074074074
(7, 100.0, 0.25): 0.37037037037
(8, 100.0, 0.2): 0.696296296296
(9, 10.0, 0.25): 0.8
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.2): 0.0888888888889
(1, 1.0, 0.225): 0.118518518519
(2, 1.0, 0.275): 0.340740740741
(3, 10.0, 0.2): 0.140740740741
(4, 10.0, 0.25): 0.333333333333
(5, 100.0, 0.225): 0.140740740741
(6, 1.0, 0.225): 0.125925925926
(7, 100.0, 0.25): 0.62962962963
(8, 100.0, 0.2): 0.303703703704
(9, 10.0, 0.25): 0.2

Accuracy mean :0.7577777777777778
Std deviation :0.15703179585942706
Loss mean :0.2422222222222222
Std deviation :0.15703179585942703

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.866666666667
(0, 1.0, 0.225): 0.8
(0, 1.0, 0.25): 0.733333333333
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.666666666667
(0, 10.0, 0.2): 0.933333333333
(0, 10.0, 0.225): 0.8
(0, 10.0, 0.25): 0.266666666667
(0, 10.0, 0.275): 0.466666666667
(0, 10.0, 0.3): 0.533333333333
(0, 100.0, 0.2): 0.866666666667
(0, 100.0, 0.225): 0.666666666667
(0, 100.0, 0.25): 0.666666666667
(0, 100.0, 0.275): 0.4
(0, 100.0, 0.3): 0.533333333333
(1, 1.0, 0.2): 0.8
(1, 1.0, 0.225): 1.0
(1, 1.0, 0.25): 0.466666666667
(1, 1.0, 0.275): 0.466666666667
(1, 1.0, 0.3): 0.8
(1, 10.0, 0.2): 0.8
(1, 10.0, 0.225): 0.8
(1, 10.0, 0.25): 0.466666666667
(1, 10.0, 0.275): 0.466666666667
(1, 10.0, 0.3): 0.8
(1, 100.0, 0.2): 0.8
(1, 100.0, 0.225): 0.866666666667
(1, 100.0, 0.25): 0.466666666667
(1, 100.0, 0.275): 0.733333333333
(1, 100.0, 0.3): 0.8
(2, 1.0, 0.2): 0.666666666667
(2, 1.0, 0.225): 0.8
(2, 1.0, 0.25): 0.6
(2, 1.0, 0.275): 0.866666666667
(2, 1.0, 0.3): 0.8
(2, 10.0, 0.2): 0.666666666667
(2, 10.0, 0.225): 0.666666666667
(2, 10.0, 0.25): 0.266666666667
(2, 10.0, 0.275): 0.6
(2, 10.0, 0.3): 0.733333333333
(2, 100.0, 0.2): 0.733333333333
(2, 100.0, 0.225): 0.666666666667
(2, 100.0, 0.25): 0.266666666667
(2, 100.0, 0.275): 0.666666666667
(2, 100.0, 0.3): 0.533333333333
(3, 1.0, 0.2): 0.933333333333
(3, 1.0, 0.225): 0.666666666667
(3, 1.0, 0.25): 0.733333333333
(3, 1.0, 0.275): 0.666666666667
(3, 1.0, 0.3): 0.333333333333
(3, 10.0, 0.2): 0.933333333333
(3, 10.0, 0.225): 0.666666666667
(3, 10.0, 0.25): 0.6
(3, 10.0, 0.275): 0.666666666667
(3, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.2): 0.866666666667
(3, 100.0, 0.225): 0.666666666667
(3, 100.0, 0.25): 0.666666666667
(3, 100.0, 0.275): 0.6
(3, 100.0, 0.3): 0.333333333333
(4, 1.0, 0.2): 0.8
(4, 1.0, 0.225): 0.866666666667
(4, 1.0, 0.25): 0.8
(4, 1.0, 0.275): 0.866666666667
(4, 1.0, 0.3): 0.733333333333
(4, 10.0, 0.2): 0.8
(4, 10.0, 0.225): 0.8
(4, 10.0, 0.25): 0.933333333333
(4, 10.0, 0.275): 0.733333333333
(4, 10.0, 0.3): 0.666666666667
(4, 100.0, 0.2): 0.8
(4, 100.0, 0.225): 0.733333333333
(4, 100.0, 0.275): 0.866666666667
(4, 100.0, 0.3): 0.666666666667
(5, 0.1, 0.225): 0.866666666667
(5, 0.1, 0.3): 0.533333333333
(5, 1.0, 0.2): 0.8
(5, 1.0, 0.225): 0.866666666667
(5, 1.0, 0.25): 0.866666666667
(5, 1.0, 0.275): 0.8
(5, 1.0, 0.3): 0.6
(5, 10.0, 0.2): 0.866666666667
(5, 10.0, 0.225): 0.8
(5, 10.0, 0.25): 0.2
(5, 10.0, 0.275): 0.6
(5, 10.0, 0.3): 0.6
(5, 100.0, 0.2): 0.866666666667
(5, 100.0, 0.225): 0.933333333333
(5, 100.0, 0.25): 0.2
(5, 100.0, 0.275): 0.6
(5, 100.0, 0.3): 0.6
(6, 1.0, 0.2): 0.8
(6, 1.0, 0.225): 1.0
(6, 1.0, 0.25): 0.933333333333
(6, 1.0, 0.275): 0.933333333333
(6, 1.0, 0.3): 0.933333333333
(6, 10.0, 0.2): 0.866666666667
(6, 10.0, 0.225): 0.333333333333
(6, 10.0, 0.25): 0.866666666667
(6, 10.0, 0.275): 0.866666666667
(6, 10.0, 0.3): 0.533333333333
(6, 100.0, 0.2): 0.933333333333
(6, 100.0, 0.225): 0.333333333333
(6, 100.0, 0.25): 0.866666666667
(6, 100.0, 0.275): 0.666666666667
(6, 100.0, 0.3): 0.6
(7, 1.0, 0.2): 0.8
(7, 1.0, 0.225): 0.8
(7, 1.0, 0.25): 0.8
(7, 1.0, 0.275): 0.6
(7, 1.0, 0.3): 0.666666666667
(7, 10.0, 0.2): 0.733333333333
(7, 10.0, 0.225): 0.8
(7, 10.0, 0.25): 0.6
(7, 10.0, 0.275): 0.666666666667
(7, 10.0, 0.3): 0.466666666667
(7, 100.0, 0.2): 0.733333333333
(7, 100.0, 0.225): 0.8
(7, 100.0, 0.25): 0.866666666667
(7, 100.0, 0.275): 0.733333333333
(7, 100.0, 0.3): 0.533333333333
(8, 0.1, 0.225): 0.8
(8, 0.1, 0.25): 0.733333333333
(8, 0.1, 0.275): 0.733333333333
(8, 1.0, 0.2): 0.4
(8, 1.0, 0.225): 0.866666666667
(8, 1.0, 0.25): 0.733333333333
(8, 1.0, 0.275): 0.733333333333
(8, 1.0, 0.3): 0.733333333333
(8, 10.0, 0.2): 0.866666666667
(8, 10.0, 0.225): 0.666666666667
(8, 10.0, 0.25): 0.666666666667
(8, 10.0, 0.275): 0.733333333333
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.2): 0.866666666667
(8, 100.0, 0.225): 0.133333333333
(8, 100.0, 0.25): 0.733333333333
(8, 100.0, 0.275): 0.866666666667
(8, 100.0, 0.3): 0.466666666667
(9, 1.0, 0.2): 0.733333333333
(9, 1.0, 0.225): 0.733333333333
(9, 1.0, 0.25): 0.733333333333
(9, 1.0, 0.275): 0.666666666667
(9, 1.0, 0.3): 0.533333333333
(9, 10.0, 0.2): 0.733333333333
(9, 10.0, 0.225): 0.8
(9, 10.0, 0.25): 0.933333333333
(9, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.733333333333
(9, 100.0, 0.2): 0.733333333333
(9, 100.0, 0.225): 0.866666666667
(9, 100.0, 0.25): 0.933333333333
(9, 100.0, 0.275): 0.6
(9, 100.0, 0.3): 0.666666666667

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.133333333333
(0, 1.0, 0.225): 0.2
(0, 1.0, 0.25): 0.266666666667
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.333333333333
(0, 10.0, 0.2): 0.0666666666667
(0, 10.0, 0.225): 0.2
(0, 10.0, 0.25): 0.733333333333
(0, 10.0, 0.275): 0.533333333333
(0, 10.0, 0.3): 0.466666666667
(0, 100.0, 0.2): 0.133333333333
(0, 100.0, 0.225): 0.333333333333
(0, 100.0, 0.25): 0.333333333333
(0, 100.0, 0.275): 0.6
(0, 100.0, 0.3): 0.466666666667
(1, 1.0, 0.2): 0.2
(1, 1.0, 0.225): 0.0
(1, 1.0, 0.25): 0.533333333333
(1, 1.0, 0.275): 0.533333333333
(1, 1.0, 0.3): 0.2
(1, 10.0, 0.2): 0.2
(1, 10.0, 0.225): 0.2
(1, 10.0, 0.25): 0.533333333333
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.2
(1, 100.0, 0.2): 0.2
(1, 100.0, 0.225): 0.133333333333
(1, 100.0, 0.25): 0.533333333333
(1, 100.0, 0.275): 0.266666666667
(1, 100.0, 0.3): 0.2
(2, 1.0, 0.2): 0.333333333333
(2, 1.0, 0.225): 0.2
(2, 1.0, 0.25): 0.4
(2, 1.0, 0.275): 0.133333333333
(2, 1.0, 0.3): 0.2
(2, 10.0, 0.2): 0.333333333333
(2, 10.0, 0.225): 0.333333333333
(2, 10.0, 0.25): 0.733333333333
(2, 10.0, 0.275): 0.4
(2, 10.0, 0.3): 0.266666666667
(2, 100.0, 0.2): 0.266666666667
(2, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.733333333333
(2, 100.0, 0.275): 0.333333333333
(2, 100.0, 0.3): 0.466666666667
(3, 1.0, 0.2): 0.0666666666667
(3, 1.0, 0.225): 0.333333333333
(3, 1.0, 0.25): 0.266666666667
(3, 1.0, 0.275): 0.333333333333
(3, 1.0, 0.3): 0.666666666667
(3, 10.0, 0.2): 0.0666666666667
(3, 10.0, 0.225): 0.333333333333
(3, 10.0, 0.25): 0.4
(3, 10.0, 0.275): 0.333333333333
(3, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.2): 0.133333333333
(3, 100.0, 0.225): 0.333333333333
(3, 100.0, 0.25): 0.333333333333
(3, 100.0, 0.275): 0.4
(3, 100.0, 0.3): 0.666666666667
(4, 1.0, 0.2): 0.2
(4, 1.0, 0.225): 0.133333333333
(4, 1.0, 0.25): 0.2
(4, 1.0, 0.275): 0.133333333333
(4, 1.0, 0.3): 0.266666666667
(4, 10.0, 0.2): 0.2
(4, 10.0, 0.225): 0.2
(4, 10.0, 0.25): 0.0666666666667
(4, 10.0, 0.275): 0.266666666667
(4, 10.0, 0.3): 0.333333333333
(4, 100.0, 0.2): 0.2
(4, 100.0, 0.225): 0.266666666667
(4, 100.0, 0.275): 0.133333333333
(4, 100.0, 0.3): 0.333333333333
(5, 0.1, 0.225): 0.133333333333
(5, 0.1, 0.3): 0.466666666667
(5, 1.0, 0.2): 0.2
(5, 1.0, 0.225): 0.133333333333
(5, 1.0, 0.25): 0.133333333333
(5, 1.0, 0.275): 0.2
(5, 1.0, 0.3): 0.4
(5, 10.0, 0.2): 0.133333333333
(5, 10.0, 0.225): 0.2
(5, 10.0, 0.25): 0.8
(5, 10.0, 0.275): 0.4
(5, 10.0, 0.3): 0.4
(5, 100.0, 0.2): 0.133333333333
(5, 100.0, 0.225): 0.0666666666667
(5, 100.0, 0.25): 0.8
(5, 100.0, 0.275): 0.4
(5, 100.0, 0.3): 0.4
(6, 1.0, 0.2): 0.2
(6, 1.0, 0.225): 0.0
(6, 1.0, 0.25): 0.0666666666667
(6, 1.0, 0.275): 0.0666666666667
(6, 1.0, 0.3): 0.0666666666667
(6, 10.0, 0.2): 0.133333333333
(6, 10.0, 0.225): 0.666666666667
(6, 10.0, 0.25): 0.133333333333
(6, 10.0, 0.275): 0.133333333333
(6, 10.0, 0.3): 0.466666666667
(6, 100.0, 0.2): 0.0666666666667
(6, 100.0, 0.225): 0.666666666667
(6, 100.0, 0.25): 0.133333333333
(6, 100.0, 0.275): 0.333333333333
(6, 100.0, 0.3): 0.4
(7, 1.0, 0.2): 0.2
(7, 1.0, 0.225): 0.2
(7, 1.0, 0.25): 0.2
(7, 1.0, 0.275): 0.4
(7, 1.0, 0.3): 0.333333333333
(7, 10.0, 0.2): 0.266666666667
(7, 10.0, 0.225): 0.2
(7, 10.0, 0.25): 0.4
(7, 10.0, 0.275): 0.333333333333
(7, 10.0, 0.3): 0.533333333333
(7, 100.0, 0.2): 0.266666666667
(7, 100.0, 0.225): 0.2
(7, 100.0, 0.25): 0.133333333333
(7, 100.0, 0.275): 0.266666666667
(7, 100.0, 0.3): 0.466666666667
(8, 0.1, 0.225): 0.2
(8, 0.1, 0.25): 0.266666666667
(8, 0.1, 0.275): 0.266666666667
(8, 1.0, 0.2): 0.6
(8, 1.0, 0.225): 0.133333333333
(8, 1.0, 0.25): 0.266666666667
(8, 1.0, 0.275): 0.266666666667
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.133333333333
(8, 10.0, 0.225): 0.333333333333
(8, 10.0, 0.25): 0.333333333333
(8, 10.0, 0.275): 0.266666666667
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.2): 0.133333333333
(8, 100.0, 0.225): 0.866666666667
(8, 100.0, 0.25): 0.266666666667
(8, 100.0, 0.275): 0.133333333333
(8, 100.0, 0.3): 0.533333333333
(9, 1.0, 0.2): 0.266666666667
(9, 1.0, 0.225): 0.266666666667
(9, 1.0, 0.25): 0.266666666667
(9, 1.0, 0.275): 0.333333333333
(9, 1.0, 0.3): 0.466666666667
(9, 10.0, 0.2): 0.266666666667
(9, 10.0, 0.225): 0.2
(9, 10.0, 0.25): 0.0666666666667
(9, 10.0, 0.275): 0.4
(9, 10.0, 0.3): 0.266666666667
(9, 100.0, 0.2): 0.266666666667
(9, 100.0, 0.225): 0.133333333333
(9, 100.0,

