Binary Muzzifier_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.25): 0.733333333333
(0, 100.0, 0.25): 0.733333333333
(1, 0.1, 0.275): 0.8
(1, 1.0, 0.2): 0.666666666667
(1, 1.0, 0.225): 0.666666666667
(1, 1.0, 0.25): 0.733333333333
(1, 1.0, 0.275): 0.8
(1, 10.0, 0.2): 0.733333333333
(1, 10.0, 0.225): 0.666666666667
(1, 10.0, 0.25): 0.733333333333
(1, 100.0, 0.2): 0.733333333333
(1, 100.0, 0.225): 0.666666666667
(1, 100.0, 0.25): 0.733333333333
(1, 100.0, 0.275): 0.8
(2, 0.1, 0.25): 0.866666666667
(2, 0.1, 0.275): 0.866666666667
(2, 1.0, 0.2): 0.6
(2, 1.0, 0.225): 0.866666666667
(2, 1.0, 0.25): 0.866666666667
(2, 1.0, 0.275): 0.866666666667
(2, 10.0, 0.2): 0.6
(2, 10.0, 0.25): 0.866666666667
(2, 10.0, 0.275): 0.866666666667
(2, 100.0, 0.2): 0.666666666667
(2, 100.0, 0.25): 0.866666666667
(2, 100.0, 0.275): 0.866666666667
(3, 1.0, 0.2): 0.666666666667
(3, 1.0, 0.25): 0.933333333333
(3, 10.0, 0.2): 0.8
(3, 10.0, 0.25): 0.933333333333
(3, 100.0, 0.2): 0.733333333333
(3, 100.0, 0.25): 0.933333333333
(4, 1.0, 0.225): 0.866666666667
(4, 1.0, 0.25): 0.6
(4, 1.0, 0.275): 0.8
(4, 10.0, 0.25): 0.666666666667
(4, 10.0, 0.275): 0.8
(4, 100.0, 0.225): 0.866666666667
(4, 100.0, 0.25): 0.6
(4, 100.0, 0.275): 0.8
(5, 1.0, 0.25): 0.933333333333
(5, 10.0, 0.25): 0.933333333333
(5, 100.0, 0.25): 0.933333333333
(6, 1.0, 0.25): 0.733333333333
(6, 10.0, 0.25): 0.733333333333
(6, 100.0, 0.25): 0.733333333333
(7, 0.1, 0.25): 0.733333333333
(7, 0.1, 0.275): 0.8
(7, 0.1, 0.3): 0.8
(7, 1.0, 0.25): 0.733333333333
(7, 1.0, 0.275): 0.8
(7, 1.0, 0.3): 0.8
(7, 10.0, 0.25): 0.733333333333
(7, 10.0, 0.275): 0.8
(7, 10.0, 0.3): 0.8
(7, 100.0, 0.25): 0.733333333333
(7, 100.0, 0.275): 0.8
(7, 100.0, 0.3): 0.8
(8, 1.0, 0.25): 0.933333333333
(8, 1.0, 0.3): 0.666666666667
(8, 10.0, 0.25): 0.866666666667
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.25): 0.866666666667
(8, 100.0, 0.3): 0.666666666667
(9, 1.0, 0.225): 0.8
(9, 1.0, 0.25): 0.733333333333
(9, 10.0, 0.225): 0.8
(9, 10.0, 0.25): 0.733333333333
(9, 100.0, 0.225): 0.8
(9, 100.0, 0.25): 0.733333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.25): 0.266666666667
(0, 10.0, 0.25): 0.266666666667
(0, 100.0, 0.25): 0.266666666667
(1, 0.1, 0.275): 0.2
(1, 1.0, 0.2): 0.333333333333
(1, 1.0, 0.225): 0.333333333333
(1, 1.0, 0.25): 0.266666666667
(1, 1.0, 0.275): 0.2
(1, 10.0, 0.2): 0.266666666667
(1, 10.0, 0.225): 0.333333333333
(1, 10.0, 0.25): 0.266666666667
(1, 100.0, 0.2): 0.266666666667
(1, 100.0, 0.225): 0.333333333333
(1, 100.0, 0.25): 0.266666666667
(1, 100.0, 0.275): 0.2
(2, 0.1, 0.25): 0.133333333333
(2, 0.1, 0.275): 0.133333333333
(2, 1.0, 0.2): 0.4
(2, 1.0, 0.225): 0.133333333333
(2, 1.0, 0.25): 0.133333333333
(2, 1.0, 0.275): 0.133333333333
(2, 10.0, 0.2): 0.4
(2, 10.0, 0.25): 0.133333333333
(2, 10.0, 0.275): 0.133333333333
(2, 100.0, 0.2): 0.333333333333
(2, 100.0, 0.25): 0.133333333333
(2, 100.0, 0.275): 0.133333333333
(3, 1.0, 0.2): 0.333333333333
(3, 1.0, 0.25): 0.0666666666667
(3, 10.0, 0.2): 0.2
(3, 10.0, 0.25): 0.0666666666667
(3, 100.0, 0.2): 0.266666666667
(3, 100.0, 0.25): 0.0666666666667
(4, 1.0, 0.225): 0.133333333333
(4, 1.0, 0.25): 0.4
(4, 1.0, 0.275): 0.2
(4, 10.0, 0.25): 0.333333333333
(4, 10.0, 0.275): 0.2
(4, 100.0, 0.225): 0.133333333333
(4, 100.0, 0.25): 0.4
(4, 100.0, 0.275): 0.2
(5, 1.0, 0.25): 0.0666666666667
(5, 10.0, 0.25): 0.0666666666667
(5, 100.0, 0.25): 0.0666666666667
(6, 1.0, 0.25): 0.266666666667
(6, 10.0, 0.25): 0.266666666667
(6, 100.0, 0.25): 0.266666666667
(7, 0.1, 0.25): 0.266666666667
(7, 0.1, 0.275): 0.2
(7, 0.1, 0.3): 0.2
(7, 1.0, 0.25): 0.266666666667
(7, 1.0, 0.275): 0.2
(7, 1.0, 0.3): 0.2
(7, 10.0, 0.25): 0.266666666667
(7, 10.0, 0.275): 0.2
(7, 10.0, 0.3): 0.2
(7, 100.0, 0.25): 0.266666666667
(7, 100.0, 0.275): 0.2
(7, 100.0, 0.3): 0.2
(8, 1.0, 0.25): 0.0666666666667
(8, 1.0, 0.3): 0.333333333333
(8, 10.0, 0.25): 0.133333333333
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.25): 0.133333333333
(8, 100.0, 0.3): 0.333333333333
(9, 1.0, 0.225): 0.2
(9, 1.0, 0.25): 0.266666666667
(9, 10.0, 0.225): 0.2
(9, 10.0, 0.25): 0.266666666667
(9, 100.0, 0.225): 0.2
(9, 100.0, 0.25): 0.266666666667

Accuracy mean :0.7774647887323943
Std deviation :0.08947327135828431
Loss mean :0.22253521126760561
Std deviation :0.08947327135828427



Linear Muzzifier_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Linear Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.225): 0.733333333333
(1, 10.0, 0.275): 0.933333333333
(2, 100.0, 0.225): 0.866666666667
(3, 1.0, 0.225): 1.0
(4, 100.0, 0.225): 0.666666666667
(5, 1.0, 0.225): 0.666666666667
(6, 10.0, 0.225): 0.733333333333
(7, 10.0, 0.225): 0.8
(8, 10.0, 0.225): 0.733333333333
(9, 10.0, 0.225): 0.866666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.225): 0.266666666667
(1, 10.0, 0.275): 0.0666666666667
(2, 100.0, 0.225): 0.133333333333
(3, 1.0, 0.225): 0.0
(4, 100.0, 0.225): 0.333333333333
(5, 1.0, 0.225): 0.333333333333
(6, 10.0, 0.225): 0.266666666667
(7, 10.0, 0.225): 0.2
(8, 10.0, 0.225): 0.266666666667
(9, 10.0, 0.225): 0.133333333333

Accuracy mean :0.8000000000000002
Std deviation :0.10749676997731401
Loss mean :0.2
Std deviation :0.107496769977314

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 10.0, 0.225): 0.8
(1, 10.0, 0.275): 0.888888888889
(2, 100.0, 0.225): 0.8
(3, 1.0, 0.225): 0.777777777778
(4, 100.0, 0.225): 0.755555555556
(5, 1.0, 0.225): 0.814814814815
(6, 10.0, 0.225): 0.748148148148
(7, 10.0, 0.225): 0.733333333333
(8, 10.0, 0.225): 0.807407407407
(9, 10.0, 0.225): 0.792592592593
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.225): 0.2
(1, 10.0, 0.275): 0.111111111111
(2, 100.0, 0.225): 0.2
(3, 1.0, 0.225): 0.222222222222
(4, 100.0, 0.225): 0.244444444444
(5, 1.0, 0.225): 0.185185185185
(6, 10.0, 0.225): 0.251851851852
(7, 10.0, 0.225): 0.266666666667
(8, 10.0, 0.225): 0.192592592593
(9, 10.0, 0.225): 0.207407407407

Accuracy mean :0.7918518518518518
Std deviation :0.04143515932132444
Loss mean :0.20814814814814814
Std deviation :0.04143515932132443

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.225): 0.733333333333
(0, 1.0, 0.275): 0.6
(0, 10.0, 0.225): 0.866666666667
(0, 100.0, 0.225): 0.666666666667
(0, 100.0, 0.275): 0.8
(1, 0.1, 0.275): 0.866666666667
(1, 1.0, 0.25): 0.866666666667
(1, 1.0, 0.275): 0.933333333333
(1, 10.0, 0.25): 0.8
(1, 10.0, 0.275): 0.933333333333
(1, 100.0, 0.25): 0.6
(1, 100.0, 0.275): 0.6
(2, 1.0, 0.2): 0.733333333333
(2, 1.0, 0.225): 0.666666666667
(2, 1.0, 0.25): 0.533333333333
(2, 1.0, 0.275): 0.4
(2, 1.0, 0.3): 0.4
(2, 10.0, 0.2): 0.733333333333
(2, 10.0, 0.225): 0.866666666667
(2, 10.0, 0.25): 0.666666666667
(2, 10.0, 0.275): 0.733333333333
(2, 10.0, 0.3): 0.666666666667
(2, 100.0, 0.2): 0.8
(2, 100.0, 0.225): 0.666666666667
(2, 100.0, 0.25): 0.733333333333
(2, 100.0, 0.275): 0.733333333333
(2, 100.0, 0.3): 0.6
(3, 1.0, 0.225): 0.933333333333
(3, 10.0, 0.225): 0.933333333333
(3, 100.0, 0.225): 0.866666666667
(4, 0.1, 0.275): 0.8
(4, 1.0, 0.225): 0.533333333333
(4, 1.0, 0.275): 0.866666666667
(4, 10.0, 0.225): 0.733333333333
(4, 10.0, 0.275): 0.866666666667
(4, 100.0, 0.225): 0.8
(4, 100.0, 0.25): 0.733333333333
(4, 100.0, 0.275): 0.866666666667
(5, 0.1, 0.275): 0.8
(5, 1.0, 0.225): 0.8
(5, 1.0, 0.25): 0.533333333333
(5, 1.0, 0.275): 0.866666666667
(5, 10.0, 0.225): 0.8
(5, 10.0, 0.25): 0.533333333333
(5, 10.0, 0.275): 0.866666666667
(5, 100.0, 0.225): 0.8
(5, 100.0, 0.25): 0.533333333333
(5, 100.0, 0.275): 0.666666666667
(6, 1.0, 0.225): 0.8
(6, 1.0, 0.25): 0.666666666667
(6, 1.0, 0.275): 0.866666666667
(6, 1.0, 0.3): 0.8
(6, 10.0, 0.225): 0.866666666667
(6, 10.0, 0.25): 0.666666666667
(6, 10.0, 0.275): 1.0
(6, 10.0, 0.3): 0.733333333333
(6, 100.0, 0.225): 0.8
(6, 100.0, 0.25): 0.6
(6, 100.0, 0.275): 0.933333333333
(6, 100.0, 0.3): 0.733333333333
(7, 0.1, 0.25): 0.866666666667
(7, 0.1, 0.3): 0.666666666667
(7, 1.0, 0.225): 0.8
(7, 1.0, 0.25): 0.933333333333
(7, 1.0, 0.3): 0.666666666667
(7, 10.0, 0.225): 0.866666666667
(7, 10.0, 0.25): 0.8
(7, 10.0, 0.275): 0.866666666667
(7, 10.0, 0.3): 0.733333333333
(7, 100.0, 0.225): 0.866666666667
(7, 100.0, 0.25): 0.733333333333
(7, 100.0, 0.3): 0.866666666667
(8, 1.0, 0.225): 0.8
(8, 1.0, 0.275): 0.8
(8, 10.0, 0.225): 0.8
(8, 10.0, 0.275): 0.933333333333
(8, 100.0, 0.225): 0.8
(8, 100.0, 0.275): 0.866666666667
(9, 0.1, 0.25): 0.866666666667
(9, 1.0, 0.225): 1.0
(9, 1.0, 0.25): 0.866666666667
(9, 10.0, 0.225): 1.0
(9, 10.0, 0.25): 0.8
(9, 10.0, 0.275): 0.933333333333
(9, 100.0, 0.225): 0.933333333333
(9, 100.0, 0.25): 0.866666666667

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.266666666667
(0, 1.0, 0.275): 0.4
(0, 10.0, 0.225): 0.133333333333
(0, 100.0, 0.225): 0.333333333333
(0, 100.0, 0.275): 0.2
(1, 0.1, 0.275): 0.133333333333
(1, 1.0, 0.25): 0.133333333333
(1, 1.0, 0.275): 0.0666666666667
(1, 10.0, 0.25): 0.2
(1, 10.0, 0.275): 0.0666666666667
(1, 100.0, 0.25): 0.4
(1, 100.0, 0.275): 0.4
(2, 1.0, 0.2): 0.266666666667
(2, 1.0, 0.225): 0.333333333333
(2, 1.0, 0.25): 0.466666666667
(2, 1.0, 0.275): 0.6
(2, 1.0, 0.3): 0.6
(2, 10.0, 0.2): 0.266666666667
(2, 10.0, 0.225): 0.133333333333
(2, 10.0, 0.25): 0.333333333333
(2, 10.0, 0.275): 0.266666666667
(2, 10.0, 0.3): 0.333333333333
(2, 100.0, 0.2): 0.2
(2, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.266666666667
(2, 100.0, 0.275): 0.266666666667
(2, 100.0, 0.3): 0.4
(3, 1.0, 0.225): 0.0666666666667
(3, 10.0, 0.225): 0.0666666666667
(3, 100.0, 0.225): 0.133333333333
(4, 0.1, 0.275): 0.2
(4, 1.0, 0.225): 0.466666666667
(4, 1.0, 0.275): 0.133333333333
(4, 10.0, 0.225): 0.266666666667
(4, 10.0, 0.275): 0.133333333333
(4, 100.0, 0.225): 0.2
(4, 100.0, 0.25): 0.266666666667
(4, 100.0, 0.275): 0.133333333333
(5, 0.1, 0.275): 0.2
(5, 1.0, 0.225): 0.2
(5, 1.0, 0.25): 0.466666666667
(5, 1.0, 0.275): 0.133333333333
(5, 10.0, 0.225): 0.2
(5, 10.0, 0.25): 0.466666666667
(5, 10.0, 0.275): 0.133333333333
(5, 100.0, 0.225): 0.2
(5, 100.0, 0.25): 0.466666666667
(5, 100.0, 0.275): 0.333333333333
(6, 1.0, 0.225): 0.2
(6, 1.0, 0.25): 0.333333333333
(6, 1.0, 0.275): 0.133333333333
(6, 1.0, 0.3): 0.2
(6, 10.0, 0.225): 0.133333333333
(6, 10.0, 0.25): 0.333333333333
(6, 10.0, 0.275): 0.0
(6, 10.0, 0.3): 0.266666666667
(6, 100.0, 0.225): 0.2
(6, 100.0, 0.25): 0.4
(6, 100.0, 0.275): 0.0666666666667
(6, 100.0, 0.3): 0.266666666667
(7, 0.1, 0.25): 0.133333333333
(7, 0.1, 0.3): 0.333333333333
(7, 1.0, 0.225): 0.2
(7, 1.0, 0.25): 0.0666666666667
(7, 1.0, 0.3): 0.333333333333
(7, 10.0, 0.225): 0.133333333333
(7, 10.0, 0.25): 0.2
(7, 10.0, 0.275): 0.133333333333
(7, 10.0, 0.3): 0.266666666667
(7, 100.0, 0.225): 0.133333333333
(7, 100.0, 0.25): 0.266666666667
(7, 100.0, 0.3): 0.133333333333
(8, 1.0, 0.225): 0.2
(8, 1.0, 0.275): 0.2
(8, 10.0, 0.225): 0.2
(8, 10.0, 0.275): 0.0666666666667
(8, 100.0, 0.225): 0.2
(8, 100.0, 0.275): 0.133333333333
(9, 0.1, 0.25): 0.133333333333
(9, 1.0, 0.225): 0.0
(9, 1.0, 0.25): 0.133333333333
(9, 10.0, 0.225): 0.0
(9, 10.0, 0.25): 0.2
(9, 10.0, 0.275): 0.0666666666667
(9, 100.0, 0.225): 0.0666666666667
(9, 100.0, 0.25): 0.133333333333

Accuracy mean :0.775968992248062
Std deviation :0.1289643865259231
Loss mean :0.22403100775193788
Std deviation :0.12896438652592307



