Crisp_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.05 0.1  0.2  0.3 ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(8, 100.0, 0.2): 0.651851851852
(9, 100.0, 0.3): 0.422222222222

Accuracy mean :0.4318518518518518
Std deviation :0.10678234468207966
Loss mean :0.5681481481481481
Std deviation :0.10678234468207967

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 0.1, 0.3): 0.266666666667
(0, 1.0, 0.2): 0.4
(0, 1.0, 0.3): 0.266666666667
(0, 10.0, 0.2): 0.266666666667
(0, 10.0, 0.3): 0.266666666667
(0, 100.0, 0.2): 0.533333333333
(0, 100.0, 0.3): 0.266666666667
(1, 0.1, 0.3): 0.333333333333
(1, 1.0, 0.2): 0.4
(1, 1.0, 0.3): 0.4
(1, 10.0, 0.2): 0.533333333333
(1, 10.0, 0.3): 0.6
(1, 100.0, 0.2): 0.466666666667
(1, 100.0, 0.3): 0.333333333333
(2, 0.1, 0.2): 0.133333333333
(2, 0.1, 0.3): 0.466666666667
(2, 1.0, 0.2): 0.133333333333
(2, 1.0, 0.3): 0.466666666667
(2, 10.0, 0.3): 0.4
(2, 100.0, 0.3): 0.4
(3, 0.1, 0.3): 0.333333333333
(3, 1.0, 0.2): 0.333333333333
(3, 1.0, 0.3): 0.4
(3, 10.0, 0.2): 0.333333333333
(3, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.2): 0.333333333333
(3, 100.0, 0.3): 0.533333333333
(4, 0.1, 0.3): 0.533333333333
(4, 1.0, 0.3): 0.133333333333
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.3): 0.4
(5, 0.1, 0.3): 0.466666666667
(5, 1.0, 0.2): 0.533333333333
(5, 1.0, 0.3): 0.266666666667
(5, 10.0, 0.2): 0.2
(5, 10.0, 0.3): 0.333333333333
(5, 100.0, 0.2): 0.2
(5, 100.0, 0.3): 0.533333333333
(6, 1.0, 0.2): 0.333333333333
(6, 1.0, 0.3): 0.2
(6, 10.0, 0.2): 0.333333333333
(6, 10.0, 0.3): 0.2
(6, 100.0, 0.2): 0.266666666667
(6, 100.0, 0.3): 0.133333333333
(7, 0.1, 0.3): 0.466666666667
(7, 1.0, 0.2): 0.266666666667
(7, 1.0, 0.3): 0.4
(7, 10.0, 0.2): 0.2
(7, 10.0, 0.3): 0.333333333333
(7, 100.0, 0.2): 0.2
(7, 100.0, 0.3): 0.4
(8, 1.0, 0.2): 0.333333333333
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.333333333333
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.2): 0.4
(8, 100.0, 0.3): 0.266666666667
(9, 0.1, 0.3): 0.4
(9, 1.0, 0.2): 0.2
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.2
(9, 10.0, 0.3): 0.133333333333
(9, 100.0, 0.2): 0.4
(9, 100.0, 0.3): 0.533333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.3): 0.733333333333
(0, 1.0, 0.2): 0.6
(0, 1.0, 0.3): 0.733333333333
(0, 10.0, 0.2): 0.733333333333
(0, 10.0, 0.3): 0.733333333333
(0, 100.0, 0.2): 0.466666666667
(0, 100.0, 0.3): 0.733333333333
(1, 0.1, 0.3): 0.666666666667
(1, 1.0, 0.2): 0.6
(1, 1.0, 0.3): 0.6
(1, 10.0, 0.2): 0.466666666667
(1, 10.0, 0.3): 0.4
(1, 100.0, 0.2): 0.533333333333
(1, 100.0, 0.3): 0.666666666667
(2, 0.1, 0.2): 0.866666666667
(2, 0.1, 0.3): 0.533333333333
(2, 1.0, 0.2): 0.866666666667
(2, 1.0, 0.3): 0.533333333333
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.3): 0.6
(3, 0.1, 0.3): 0.666666666667
(3, 1.0, 0.2): 0.666666666667
(3, 1.0, 0.3): 0.6
(3, 10.0, 0.2): 0.666666666667
(3, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.2): 0.666666666667
(3, 100.0, 0.3): 0.466666666667
(4, 0.1, 0.3): 0.466666666667
(4, 1.0, 0.3): 0.866666666667
(4, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.3): 0.6
(5, 0.1, 0.3): 0.533333333333
(5, 1.0, 0.2): 0.466666666667
(5, 1.0, 0.3): 0.733333333333
(5, 10.0, 0.2): 0.8
(5, 10.0, 0.3): 0.666666666667
(5, 100.0, 0.2): 0.8
(5, 100.0, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.666666666667
(6, 1.0, 0.3): 0.8
(6, 10.0, 0.2): 0.666666666667
(6, 10.0, 0.3): 0.8
(6, 100.0, 0.2): 0.733333333333
(6, 100.0, 0.3): 0.866666666667
(7, 0.1, 0.3): 0.533333333333
(7, 1.0, 0.2): 0.733333333333
(7, 1.0, 0.3): 0.6
(7, 10.0, 0.2): 0.8
(7, 10.0, 0.3): 0.666666666667
(7, 100.0, 0.2): 0.8
(7, 100.0, 0.3): 0.6
(8, 1.0, 0.2): 0.666666666667
(8, 1.0, 0.3): 0.733333333333
(8, 10.0, 0.2): 0.666666666667
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.2): 0.6
(8, 100.0, 0.3): 0.733333333333
(9, 0.1, 0.3): 0.6
(9, 1.0, 0.2): 0.8
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.8
(9, 10.0, 0.3): 0.866666666667
(9, 100.0, 0.2): 0.6
(9, 100.0, 0.3): 0.466666666667

Accuracy mean :0.3416666666666667
Std deviation :0.11814539065631521
Loss mean :0.6583333333333333
Std deviation :0.11814539065631521



Linear_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.05 0.1  0.2  0.3 ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.666666666667
(1, 0.1, 0.3): 0.533333333333
(2, 0.1, 0.3): 0.533333333333
(3, 10.0, 0.2): 0.533333333333
(4, 100.0, 0.2): 0.2
(5, 10.0, 0.3): 0.6
(6, 1.0, 0.3): 0.733333333333
(7, 1.0, 0.3): 0.466666666667
(8, 100.0, 0.3): 0.533333333333
(9, 0.1, 0.3): 0.6

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.333333333333
(1, 0.1, 0.3): 0.466666666667
(2, 0.1, 0.3): 0.466666666667
(3, 10.0, 0.2): 0.466666666667
(4, 100.0, 0.2): 0.8
(5, 10.0, 0.3): 0.4
(6, 1.0, 0.3): 0.266666666667
(7, 1.0, 0.3): 0.533333333333
(8, 100.0, 0.3): 0.466666666667
(9, 0.1, 0.3): 0.4

Accuracy mean :0.54
Std deviation :0.13482498944104454
Loss mean :0.45999999999999996
Std deviation :0.13482498944104457

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 10.0, 0.3): 0.666666666667
(1, 0.1, 0.3): 0.681481481481
(2, 0.1, 0.3): 0.681481481481
(3, 10.0, 0.2): 0.659259259259
(4, 100.0, 0.2): 0.348148148148
(5, 10.0, 0.3): 0.674074074074
(6, 1.0, 0.3): 0.659259259259
(7, 1.0, 0.3): 0.681481481481
(8, 100.0, 0.3): 0.681481481481
(9, 0.1, 0.3): 0.674074074074
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.333333333333
(1, 0.1, 0.3): 0.318518518519
(2, 0.1, 0.3): 0.318518518519
(3, 10.0, 0.2): 0.340740740741
(4, 100.0, 0.2): 0.651851851852
(5, 10.0, 0.3): 0.325925925926
(6, 1.0, 0.3): 0.340740740741
(7, 1.0, 0.3): 0.318518518519
(8, 100.0, 0.3): 0.318518518519
(9, 0.1, 0.3): 0.325925925926

Accuracy mean :0.6407407407407407
Std deviation :0.09789274946493846
Loss mean :0.3592592592592593
Std deviation :0.09789274946493849

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.3): 0.6
(0, 10.0, 0.3): 0.6
(0, 100.0, 0.3): 0.6
(1, 0.1, 0.2): 0.266666666667
(1, 0.1, 0.3): 0.666666666667
(1, 1.0, 0.2): 0.266666666667
(1, 1.0, 0.3): 0.666666666667
(1, 10.0, 0.2): 0.266666666667
(1, 10.0, 0.3): 0.666666666667
(1, 100.0, 0.2): 0.266666666667
(1, 100.0, 0.3): 0.666666666667
(2, 0.1, 0.3): 0.6
(2, 1.0, 0.3): 0.6
(2, 10.0, 0.2): 0.266666666667
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.3): 0.6
(3, 0.1, 0.3): 0.8
(3, 1.0, 0.2): 0.8
(3, 1.0, 0.3): 0.8
(3, 10.0, 0.2): 0.8
(3, 10.0, 0.3): 0.8
(3, 100.0, 0.2): 0.8
(3, 100.0, 0.3): 0.8
(4, 0.1, 0.3): 0.533333333333
(4, 1.0, 0.2): 0.2
(4, 1.0, 0.3): 0.533333333333
(4, 10.0, 0.2): 0.6
(4, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.2): 0.6
(4, 100.0, 0.3): 0.533333333333
(5, 0.1, 0.3): 0.6
(5, 1.0, 0.2): 0.6
(5, 1.0, 0.3): 0.733333333333
(5, 10.0, 0.2): 0.6
(5, 10.0, 0.3): 0.733333333333
(5, 100.0, 0.2): 0.6
(5, 100.0, 0.3): 0.733333333333
(6, 1.0, 0.2): 0.6
(6, 1.0, 0.3): 0.6
(6, 10.0, 0.2): 0.333333333333
(6, 10.0, 0.3): 0.6
(6, 100.0, 0.2): 0.6
(6, 100.0, 0.3): 0.6
(7, 0.1, 0.3): 0.866666666667
(7, 1.0, 0.2): 0.533333333333
(7, 1.0, 0.3): 0.933333333333
(7, 10.0, 0.2): 0.2
(7, 10.0, 0.3): 0.866666666667
(7, 100.0, 0.2): 0.2
(7, 100.0, 0.3): 0.866666666667
(8, 1.0, 0.3): 0.866666666667
(8, 10.0, 0.2): 0.466666666667
(8, 10.0, 0.3): 0.866666666667
(8, 100.0, 0.3): 0.933333333333
(9, 0.1, 0.2): 0.266666666667
(9, 0.1, 0.3): 0.666666666667
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.266666666667
(9, 10.0, 0.3): 0.666666666667
(9, 100.0, 0.2): 0.266666666667
(9, 100.0, 0.3): 0.266666666667

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.3): 0.4
(0, 10.0, 0.3): 0.4
(0, 100.0, 0.3): 0.4
(1, 0.1, 0.2): 0.733333333333
(1, 0.1, 0.3): 0.333333333333
(1, 1.0, 0.2): 0.733333333333
(1, 1.0, 0.3): 0.333333333333
(1, 10.0, 0.2): 0.733333333333
(1, 10.0, 0.3): 0.333333333333
(1, 100.0, 0.2): 0.733333333333
(1, 100.0, 0.3): 0.333333333333
(2, 0.1, 0.3): 0.4
(2, 1.0, 0.3): 0.4
(2, 10.0, 0.2): 0.733333333333
(2, 10.0, 0.3): 0.4
(2, 100.0, 0.3): 0.4
(3, 0.1, 0.3): 0.2
(3, 1.0, 0.2): 0.2
(3, 1.0, 0.3): 0.2
(3, 10.0, 0.2): 0.2
(3, 10.0, 0.3): 0.2
(3, 100.0, 0.2): 0.2
(3, 100.0, 0.3): 0.2
(4, 0.1, 0.3): 0.466666666667
(4, 1.0, 0.2): 0.8
(4, 1.0, 0.3): 0.466666666667
(4, 10.0, 0.2): 0.4
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.2): 0.4
(4, 100.0, 0.3): 0.466666666667
(5, 0.1, 0.3): 0.4
(5, 1.0, 0.2): 0.4
(5, 1.0, 0.3): 0.266666666667
(5, 10.0, 0.2): 0.4
(5, 10.0, 0.3): 0.266666666667
(5, 100.0, 0.2): 0.4
(5, 100.0, 0.3): 0.266666666667
(6, 1.0, 0.2): 0.4
(6, 1.0, 0.3): 0.4
(6, 10.0, 0.2): 0.666666666667
(6, 10.0, 0.3): 0.4
(6, 100.0, 0.2): 0.4
(6, 100.0, 0.3): 0.4
(7, 0.1, 0.3): 0.133333333333
(7, 1.0, 0.2): 0.466666666667
(7, 1.0, 0.3): 0.0666666666667
(7, 10.0, 0.2): 0.8
(7, 10.0, 0.3): 0.133333333333
(7, 100.0, 0.2): 0.8
(7, 100.0, 0.3): 0.133333333333
(8, 1.0, 0.3): 0.133333333333
(8, 10.0, 0.2): 0.533333333333
(8, 10.0, 0.3): 0.133333333333
(8, 100.0, 0.3): 0.0666666666667
(9, 0.1, 0.2): 0.733333333333
(9, 0.1, 0.3): 0.333333333333
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.733333333333
(9, 10.0, 0.3): 0.333333333333
(9, 100.0, 0.2): 0.733333333333
(9, 100.0, 0.3): 0.733333333333

Accuracy mean :0.5890710382513662
Std deviation :0.2034959764710488
Loss mean :0.41092896174863386
Std deviation :0.2034959764710488



QuantileConstPiecewise_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.05 0.1  0.2  0.3 ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: QuantileConstPiecewise
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.4
(1, 100.0, 0.3): 0.4
(2, 10.0, 0.3): 0.2
(3, 1.0, 0.3): 0.533333333333
(4, 0.1, 0.3): 0.4
(5, 100.0, 0.3): 0.333333333333
(6, 10.0, 0.3): 0.466666666667
(7, 1.0, 0.3): 0.2
(8, 100.0, 0.2): 0.4
(9, 1.0, 0.2): 0.2

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.6
(1, 100.0, 0.3): 0.6
(2, 10.0, 0.3): 0.8
(3, 1.0, 0.3): 0.466666666667
(4, 0.1, 0.3): 0.6
(5, 100.0, 0.3): 0.666666666667
(6, 10.0, 0.3): 0.533333333333
(7, 1.0, 0.3): 0.8
(8, 100.0, 0.2): 0.6
(9, 1.0, 0.2): 0.8

Accuracy mean :0.3533333333333334
Std deviation :0.11175369742826806
Loss mean :0.6466666666666667
Std deviation :0.11175369742826809

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 100.0, 0.3): 0.525925925926
(1, 100.0, 0.3): 0.511111111111
(2, 10.0, 0.3): 0.474074074074
(3, 1.0, 0.3): 0.333333333333
(4, 0.1, 0.3): 0.540740740741
(5, 100.0, 0.3): 0.355555555556
(6, 10.0, 0.3): 0.481481481481
(7, 1.0, 0.3): 0.437037037037
(8, 100.0, 0.2): 0.392592592593
(9, 1.0, 0.2): 0.414814814815
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.3): 0.474074074074
(1, 100.0, 0.3): 0.488888888889
(2, 10.0, 0.3): 0.525925925926
(3, 1.0, 0.3): 0.666666666667
(4, 0.1, 0.3): 0.459259259259
(5, 100.0, 0.3): 0.644444444444
(6, 10.0, 0.3): 0.518518518519
(7, 1.0, 0.3): 0.562962962963
(8, 100.0, 0.2): 0.607407407407
(9, 1.0, 0.2): 0.585185185185

Accuracy mean :0.44666666666666666
Std deviation :0.06813606978309629
Loss mean :0.5533333333333333
Std deviation :0.0681360697830963

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 0.1, 0.3): 0.466666666667
(0, 1.0, 0.2): 0.533333333333
(0, 1.0, 0.3): 0.533333333333
(0, 10.0, 0.2): 0.4
(0, 10.0, 0.3): 0.466666666667
(0, 100.0, 0.2): 0.533333333333
(0, 100.0, 0.3): 0.6
(1, 0.1, 0.3): 0.4
(1, 1.0, 0.3): 0.466666666667
(1, 10.0, 0.3): 0.533333333333
(1, 100.0, 0.3): 0.533333333333
(2, 0.1, 0.3): 0.133333333333
(2, 1.0, 0.2): 0.266666666667
(2, 1.0, 0.3): 0.0666666666667
(2, 10.0, 0.2): 0.266666666667
(2, 10.0, 0.3): 0.4
(2, 100.0, 0.2): 0.333333333333
(2, 100.0, 0.3): 0.266666666667
(3, 1.0, 0.3): 0.333333333333
(3, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.3): 0.333333333333
(4, 0.1, 0.3): 0.466666666667
(4, 1.0, 0.2): 0.266666666667
(4, 1.0, 0.3): 0.333333333333
(4, 10.0, 0.2): 0.266666666667
(4, 10.0, 0.3): 0.333333333333
(4, 100.0, 0.2): 0.266666666667
(4, 100.0, 0.3): 0.4
(5, 0.1, 0.3): 0.2
(5, 1.0, 0.2): 0.2
(5, 1.0, 0.3): 0.333333333333
(5, 10.0, 0.2): 0.2
(5, 10.0, 0.3): 0.4
(5, 100.0, 0.2): 0.2
(5, 100.0, 0.3): 0.4
(6, 1.0, 0.3): 0.533333333333
(6, 10.0, 0.3): 0.6
(6, 100.0, 0.3): 0.6
(7, 1.0, 0.2): 0.133333333333
(7, 1.0, 0.3): 0.4
(7, 10.0, 0.3): 0.333333333333
(7, 100.0, 0.3): 0.2
(8, 0.1, 0.3): 0.266666666667
(8, 1.0, 0.2): 0.333333333333
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.4
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.2): 0.533333333333
(8, 100.0, 0.3): 0.4
(9, 1.0, 0.2): 0.333333333333
(9, 1.0, 0.3): 0.266666666667
(9, 10.0, 0.2): 0.333333333333
(9, 10.0, 0.3): 0.333333333333
(9, 100.0, 0.2): 0.333333333333
(9, 100.0, 0.3): 0.333333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.3): 0.533333333333
(0, 1.0, 0.2): 0.466666666667
(0, 1.0, 0.3): 0.466666666667
(0, 10.0, 0.2): 0.6
(0, 10.0, 0.3): 0.533333333333
(0, 100.0, 0.2): 0.466666666667
(0, 100.0, 0.3): 0.4
(1, 0.1, 0.3): 0.6
(1, 1.0, 0.3): 0.533333333333
(1, 10.0, 0.3): 0.466666666667
(1, 100.0, 0.3): 0.466666666667
(2, 0.1, 0.3): 0.866666666667
(2, 1.0, 0.2): 0.733333333333
(2, 1.0, 0.3): 0.933333333333
(2, 10.0, 0.2): 0.733333333333
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.2): 0.666666666667
(2, 100.0, 0.3): 0.733333333333
(3, 1.0, 0.3): 0.666666666667
(3, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.3): 0.666666666667
(4, 0.1, 0.3): 0.533333333333
(4, 1.0, 0.2): 0.733333333333
(4, 1.0, 0.3): 0.666666666667
(4, 10.0, 0.2): 0.733333333333
(4, 10.0, 0.3): 0.666666666667
(4, 100.0, 0.2): 0.733333333333
(4, 100.0, 0.3): 0.6
(5, 0.1, 0.3): 0.8
(5, 1.0, 0.2): 0.8
(5, 1.0, 0.3): 0.666666666667
(5, 10.0, 0.2): 0.8
(5, 10.0, 0.3): 0.6
(5, 100.0, 0.2): 0.8
(5, 100.0, 0.3): 0.6
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.3): 0.4
(6, 100.0, 0.3): 0.4
(7, 1.0, 0.2): 0.866666666667
(7, 1.0, 0.3): 0.6
(7, 10.0, 0.3): 0.666666666667
(7, 100.0, 0.3): 0.8
(8, 0.1, 0.3): 0.733333333333
(8, 1.0, 0.2): 0.666666666667
(8, 1.0, 0.3): 0.733333333333
(8, 10.0, 0.2): 0.6
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.2): 0.466666666667
(8, 100.0, 0.3): 0.6
(9, 1.0, 0.2): 0.666666666667
(9, 1.0, 0.3): 0.733333333333
(9, 10.0, 0.2): 0.666666666667
(9, 10.0, 0.3): 0.666666666667
(9, 100.0, 0.2): 0.666666666667
(9, 100.0, 0.3): 0.666666666667

Accuracy mean :0.35878787878787866
Std deviation :0.12422911976066867
Loss mean :0.6412121212121212
Std deviation :0.12422911976066868



